question_id,passage_id
165,"[""B4092022"", ""B4084050"", ""Q62408"", ""Q660692"", ""B4082259"", ""B4103855"", ""B4097819"", ""B4092974"", ""B4092518"", ""B4113549""]"
166,"[""B4084574"", ""A30711"", ""B4107844"", ""B4099867"", ""A43662"", ""A23359"", ""A14357"", ""B4085051"", ""B4087135"", ""A41834""]"
167,"[""Q1072900"", ""B4100170"", ""B4092022"", ""B4084050"", ""Q62408"", ""B4115607"", ""B4082259"", ""B4097819"", ""B4092518"", ""Q660692""]"
168,"[""B4092022"", ""B4084050"", ""Q62408"", ""Q660692"", ""B4082259"", ""B4103855"", ""B4097819"", ""B4092974"", ""B4092518"", ""B4113549""]"
169,"[""B4089227"", ""B4109910"", ""B4097948"", ""B4089921"", ""B4088641"", ""B4102915"", ""B4112934"", ""B4089174"", ""B4089016"", ""B4080556""]"
170,"[""B4087837"", ""B4103627"", ""B4092967"", ""B4090773"", ""B4081995"", ""B4092256"", ""B4100414"", ""B4107304"", ""B4087799"", ""B4118766""]"
171,"[""B4090623"", ""B4080808"", ""B4105906"", ""B4098888"", ""B4110407"", ""B4092022"", ""B4084050"", ""Q62408"", ""B4115607"", ""B4082259""]"
172,"[""B4092022"", ""B4084050"", ""Q62408"", ""Q660692"", ""B4082259"", ""B4103855"", ""B4097819"", ""B4092974"", ""B4092518"", ""B4113549""]"
173,"[""B4092022"", ""B4084050"", ""Q62408"", ""Q660692"", ""B4082259"", ""B4103855"", ""B4097819"", ""B4092974"", ""B4092518"", ""B4113549""]"
174,"[""B4092022"", ""B4084050"", ""Q62408"", ""Q660692"", ""B4082259"", ""B4103855"", ""B4097819"", ""B4092974"", ""B4092518"", ""B4113549""]"
175,"[""B4087837"", ""B4103627"", ""B4092967"", ""B4090773"", ""B4081995"", ""B4092256"", ""B4100414"", ""B4107304"", ""B4087799"", ""B4118766""]"
176,"[""B4090623"", ""B4080808"", ""B4105906"", ""B4098888"", ""B4110407"", ""B4092022"", ""B4084050"", ""Q62408"", ""B4115607"", ""B4082259""]"
177,"[""B4092022"", ""B4084050"", ""Q62408"", ""Q660692"", ""B4082259"", ""B4103855"", ""B4097819"", ""B4092974"", ""B4092518"", ""B4113549""]"
178,"[""B4092022"", ""B4084050"", ""Q62408"", ""Q660692"", ""B4082259"", ""B4103855"", ""B4097819"", ""B4092974"", ""B4092518"", ""B4113549""]"
179,"[""B4089227"", ""B4109910"", ""B4097948"", ""B4089921"", ""B4088641"", ""B4102915"", ""B4112934"", ""B4089174"", ""B4089016"", ""B4080556""]"
180,"[""B4089227"", ""B4109910"", ""B4097948"", ""B4089921"", ""B4088641"", ""B4102915"", ""B4112934"", ""B4089174"", ""B4089016"", ""B4080556""]"
181,"[""B4098573"", ""Q168366"", ""B4092022"", ""B4084050"", ""Q62408"", ""B4115607"", ""B4082259"", ""B4097819"", ""B4092518"", ""Q660692""]"
182,"[""B4092022"", ""B4084050"", ""Q62408"", ""Q660692"", ""B4082259"", ""B4103855"", ""B4097819"", ""B4092974"", ""B4092518"", ""B4113549""]"
183,"[""B4098573"", ""Q168366"", ""B4092022"", ""B4084050"", ""Q62408"", ""B4115607"", ""B4082259"", ""B4097819"", ""B4092518"", ""Q660692""]"
184,"[""B4098573"", ""Q168366"", ""B4092022"", ""B4084050"", ""Q62408"", ""B4115607"", ""B4082259"", ""B4097819"", ""B4092518"", ""Q660692""]"
185,"[""B4092022"", ""B4084050"", ""Q62408"", ""Q660692"", ""B4082259"", ""B4103855"", ""B4097819"", ""B4092974"", ""B4092518"", ""B4113549""]"
186,"[""B4087837"", ""B4103627"", ""B4092967"", ""B4090773"", ""B4081995"", ""B4092256"", ""B4100414"", ""B4107304"", ""B4087799"", ""B4118766""]"
187,"[""B4098573"", ""Q168366"", ""B4092022"", ""B4084050"", ""Q62408"", ""B4115607"", ""B4082259"", ""B4097819"", ""B4092518"", ""Q660692""]"
188,"[""B4092022"", ""B4084050"", ""Q62408"", ""Q660692"", ""B4082259"", ""B4103855"", ""B4097819"", ""B4092974"", ""B4092518"", ""B4113549""]"
189,"[""B4089227"", ""B4109910"", ""B4097948"", ""B4089921"", ""B4088641"", ""B4102915"", ""B4112934"", ""B4089174"", ""B4089016"", ""B4080556""]"
190,"[""B4087837"", ""B4103627"", ""B4092967"", ""B4090773"", ""B4081995"", ""B4092256"", ""B4100414"", ""B4107304"", ""B4087799"", ""B4118766""]"
191,"[""B4089227"", ""B4109910"", ""B4097948"", ""B4089921"", ""B4088641"", ""B4102915"", ""B4112934"", ""B4089174"", ""B4089016"", ""B4080556""]"
192,"[""B4092022"", ""B4084050"", ""Q62408"", ""Q660692"", ""B4082259"", ""B4103855"", ""B4097819"", ""B4092974"", ""B4092518"", ""B4113549""]"
193,"[""B4104800"", ""B4098426"", ""B4082642"", ""B4093990"", ""B4081734"", ""A24492"", ""B4092021"", ""B4087004"", ""B4104472"", ""B4105173""]"
194,"[""B4092022"", ""B4084050"", ""Q62408"", ""Q660692"", ""B4082259"", ""B4103855"", ""B4097819"", ""B4092974"", ""B4092518"", ""B4113549""]"
195,"[""B4089227"", ""B4109910"", ""B4097948"", ""B4089921"", ""B4088641"", ""B4102915"", ""B4112934"", ""B4089174"", ""B4089016"", ""B4080556""]"
196,"[""B4105981"", ""B4092668"", ""B4086038"", ""B4092022"", ""B4084050"", ""Q62408"", ""B4115607"", ""B4082259"", ""B4097819"", ""B4092518""]"
197,"[""B4089227"", ""B4109910"", ""B4097948"", ""B4089921"", ""B4088641"", ""B4102915"", ""B4112934"", ""B4089174"", ""B4089016"", ""B4080556""]"
198,"[""B4092022"", ""B4084050"", ""Q62408"", ""Q660692"", ""B4082259"", ""B4103855"", ""B4097819"", ""B4092974"", ""B4092518"", ""B4113549""]"
199,"[""B4092022"", ""B4084050"", ""Q62408"", ""Q660692"", ""B4082259"", ""B4103855"", ""B4097819"", ""B4092974"", ""B4092518"", ""B4113549""]"
200,"[""A24574"", ""B4110017"", ""B4086159"", ""B4088943"", ""B4092022"", ""B4084050"", ""Q62408"", ""B4115607"", ""B4082259"", ""B4097819""]"
201,"[""B4084574"", ""A30711"", ""B4107844"", ""B4099867"", ""A43662"", ""A23359"", ""A14357"", ""B4085051"", ""B4087135"", ""A41834""]"
202,"[""B4090623"", ""B4080808"", ""B4105906"", ""B4098888"", ""B4110407"", ""B4092022"", ""B4084050"", ""Q62408"", ""B4115607"", ""B4082259""]"
203,"[""B4087837"", ""B4103627"", ""B4092967"", ""B4090773"", ""B4081995"", ""B4092256"", ""B4100414"", ""B4107304"", ""B4087799"", ""B4118766""]"
204,"[""B4092022"", ""B4084050"", ""Q62408"", ""Q660692"", ""B4082259"", ""B4103855"", ""B4097819"", ""B4092974"", ""B4092518"", ""B4113549""]"
205,"[""B4089227"", ""B4109910"", ""B4097948"", ""B4089921"", ""B4088641"", ""B4102915"", ""B4112934"", ""B4089174"", ""B4089016"", ""B4080556""]"
206,"[""B4103496"", ""B4082397"", ""B4114778"", ""B4098953"", ""B4114611"", ""A30448"", ""B4108927"", ""A42600"", ""B4117265"", ""B4090382""]"
207,"[""B4092022"", ""B4084050"", ""Q62408"", ""B4115607"", ""B4082259"", ""B4097819"", ""B4092518"", ""Q660692"", ""B4103855"", ""B4092974""]"
208,"[""B4087837"", ""B4103627"", ""B4092967"", ""B4090773"", ""B4081995"", ""B4092256"", ""B4100414"", ""B4107304"", ""B4087799"", ""B4118766""]"
209,"[""B4084574"", ""A30711"", ""B4107844"", ""B4099867"", ""A43662"", ""A23359"", ""A14357"", ""B4085051"", ""B4087135"", ""A41834""]"
210,"[""B4087837"", ""B4103627"", ""B4092967"", ""B4090773"", ""B4081995"", ""B4092256"", ""B4100414"", ""B4107304"", ""B4087799"", ""B4118766""]"
211,"[""B4084574"", ""A30711"", ""B4107844"", ""B4099867"", ""A43662"", ""A23359"", ""A14357"", ""B4085051"", ""B4087135"", ""A41834""]"
212,"[""B4089227"", ""B4109910"", ""B4097948"", ""B4089921"", ""B4088641"", ""B4102915"", ""B4112934"", ""B4089174"", ""B4089016"", ""B4080556""]"
213,"[""B4089227"", ""B4109910"", ""B4097948"", ""B4089921"", ""B4088641"", ""B4102915"", ""B4112934"", ""B4089174"", ""B4089016"", ""B4080556""]"
214,"[""B4084574"", ""A30711"", ""B4107844"", ""B4099867"", ""A43662"", ""A23359"", ""A14357"", ""B4085051"", ""B4087135"", ""A41834""]"
215,"[""B4092022"", ""B4084050"", ""Q62408"", ""Q660692"", ""B4082259"", ""B4103855"", ""B4097819"", ""B4092974"", ""B4092518"", ""B4113549""]"
216,"[""B4092022"", ""B4084050"", ""Q62408"", ""Q660692"", ""B4082259"", ""B4103855"", ""B4097819"", ""B4092974"", ""B4092518"", ""B4113549""]"
217,"[""B4092022"", ""B4084050"", ""Q62408"", ""Q660692"", ""B4082259"", ""B4103855"", ""B4097819"", ""B4092974"", ""B4092518"", ""B4113549""]"
218,"[""B4084574"", ""A30711"", ""B4107844"", ""B4099867"", ""A43662"", ""A23359"", ""A14357"", ""B4085051"", ""B4087135"", ""A41834""]"
219,"[""B4092022"", ""B4084050"", ""Q62408"", ""Q660692"", ""B4082259"", ""B4103855"", ""B4097819"", ""B4092974"", ""B4092518"", ""B4113549""]"
220,"[""Q831691"", ""Q1433006"", ""Q958148"", ""B4115435"", ""Q163446"", ""Q5871275"", ""B4087599"", ""B4109067"", ""B4081599"", ""B4094025""]"
221,"[""B4084574"", ""A30711"", ""B4107844"", ""B4099867"", ""A43662"", ""A23359"", ""A14357"", ""B4085051"", ""B4087135"", ""A41834""]"
222,"[""B4092022"", ""B4084050"", ""Q62408"", ""B4115607"", ""B4082259"", ""B4097819"", ""B4092518"", ""Q660692"", ""B4103855"", ""B4092974""]"
223,"[""B4082204"", ""B4118620"", ""B4092553"", ""B4106484"", ""B4092849"", ""B4115531"", ""B4094502"", ""B4102447"", ""B4097793"", ""B4094305""]"
224,"[""B4092022"", ""B4084050"", ""Q62408"", ""Q660692"", ""B4082259"", ""B4103855"", ""B4097819"", ""B4092974"", ""B4092518"", ""B4113549""]"
225,"[""B4101687"", ""Q14524064"", ""Q1160546"", ""B4099016"", ""B4081237"", ""B4093854"", ""B4088129"", ""B4093113"", ""B4115982"", ""B4103748""]"
226,"[""B4092022"", ""B4084050"", ""Q62408"", ""B4115607"", ""B4082259"", ""B4097819"", ""B4092518"", ""Q660692"", ""B4103855"", ""B4092974""]"
227,"[""B4087837"", ""B4103627"", ""B4092967"", ""B4090773"", ""B4081995"", ""B4092256"", ""B4100414"", ""B4107304"", ""B4087799"", ""B4118766""]"
228,"[""B4092022"", ""B4084050"", ""Q62408"", ""Q660692"", ""B4082259"", ""B4103855"", ""B4097819"", ""B4092974"", ""B4092518"", ""B4113549""]"
229,"[""B4090623"", ""B4080808"", ""B4105906"", ""B4098888"", ""B4110407"", ""B4092022"", ""B4084050"", ""Q62408"", ""B4115607"", ""B4082259""]"
230,"[""B4089227"", ""B4109910"", ""B4097948"", ""B4089921"", ""B4088641"", ""B4102915"", ""B4112934"", ""B4089174"", ""B4089016"", ""B4080556""]"
231,"[""B4094954"", ""B4111426"", ""B4103665"", ""B4114060"", ""B4118219"", ""B4093700"", ""B4098881"", ""B4089704"", ""B4089521"", ""B4117525""]"
232,"[""B4089227"", ""B4109910"", ""B4097948"", ""B4089921"", ""B4088641"", ""B4102915"", ""B4112934"", ""B4089174"", ""B4089016"", ""B4080556""]"
233,"[""B4098573"", ""Q168366"", ""B4092022"", ""B4084050"", ""Q62408"", ""B4115607"", ""B4082259"", ""B4097819"", ""B4092518"", ""Q660692""]"
234,"[""Q2669127"", ""B4106334"", ""B4089470"", ""Q26691"", ""B4108063"", ""Q208714"", ""Q742349"", ""B4092022"", ""B4084050"", ""Q62408""]"
235,"[""B4092022"", ""B4084050"", ""Q62408"", ""Q660692"", ""B4082259"", ""B4103855"", ""B4097819"", ""B4092974"", ""B4092518"", ""B4113549""]"
236,"[""B4087837"", ""B4103627"", ""B4092967"", ""B4090773"", ""B4081995"", ""B4092256"", ""B4100414"", ""B4107304"", ""B4087799"", ""B4118766""]"
237,"[""B4092022"", ""B4084050"", ""Q62408"", ""Q660692"", ""B4082259"", ""B4103855"", ""B4097819"", ""B4092974"", ""B4092518"", ""B4113549""]"
238,"[""B4092022"", ""B4084050"", ""Q62408"", ""Q660692"", ""B4082259"", ""B4103855"", ""B4097819"", ""B4092974"", ""B4092518"", ""B4113549""]"
239,"[""B4087837"", ""B4103627"", ""B4092967"", ""B4090773"", ""B4081995"", ""B4092256"", ""B4100414"", ""B4107304"", ""B4087799"", ""B4118766""]"
240,"[""B4084574"", ""A30711"", ""B4107844"", ""B4099867"", ""A43662"", ""A23359"", ""A14357"", ""B4085051"", ""B4087135"", ""A41834""]"
241,"[""B4107667"", ""B4115943"", ""B4117236"", ""B4107442"", ""B4116178"", ""Q193204"", ""Q7214426"", ""B4080773"", ""B4118949"", ""B4102867""]"
242,"[""B4090623"", ""B4080808"", ""B4105906"", ""B4098888"", ""B4110407"", ""B4092022"", ""B4084050"", ""Q62408"", ""B4115607"", ""B4082259""]"
243,"[""B4092022"", ""B4084050"", ""Q62408"", ""Q660692"", ""B4082259"", ""B4103855"", ""B4097819"", ""B4092974"", ""B4092518"", ""B4113549""]"
244,"[""B4092022"", ""B4084050"", ""Q62408"", ""Q660692"", ""B4082259"", ""B4103855"", ""B4097819"", ""B4092974"", ""B4092518"", ""B4113549""]"
245,"[""B4089227"", ""B4109910"", ""B4097948"", ""B4089921"", ""B4088641"", ""B4102915"", ""B4112934"", ""B4089174"", ""B4089016"", ""B4080556""]"
246,"[""B4092022"", ""B4084050"", ""Q62408"", ""Q660692"", ""B4082259"", ""B4103855"", ""B4097819"", ""B4092974"", ""B4092518"", ""B4113549""]"
247,"[""B4084574"", ""A30711"", ""B4107844"", ""B4099867"", ""A43662"", ""A23359"", ""A14357"", ""B4085051"", ""B4087135"", ""A41834""]"
248,"[""B4084574"", ""A30711"", ""B4107844"", ""B4099867"", ""A43662"", ""A23359"", ""A14357"", ""B4085051"", ""B4087135"", ""A41834""]"
249,"[""B4084574"", ""A30711"", ""B4107844"", ""B4099867"", ""A43662"", ""A23359"", ""A14357"", ""B4085051"", ""B4087135"", ""A41834""]"
250,"[""B4112284"", ""B4092929"", ""B4109469"", ""B4116622"", ""Q1646736"", ""B4112910"", ""B4103752"", ""B4119736"", ""B4104673"", ""B4115786""]"
251,"[""B4089227"", ""B4109910"", ""B4097948"", ""B4089921"", ""B4088641"", ""B4102915"", ""B4112934"", ""B4089174"", ""B4089016"", ""B4080556""]"
252,"[""B4089227"", ""B4109910"", ""B4097948"", ""B4089921"", ""B4088641"", ""B4102915"", ""B4112934"", ""B4089174"", ""B4089016"", ""B4080556""]"
253,"[""B4092022"", ""B4084050"", ""Q62408"", ""Q660692"", ""B4082259"", ""B4103855"", ""B4097819"", ""B4092974"", ""B4092518"", ""B4113549""]"
254,"[""B4092022"", ""B4084050"", ""Q62408"", ""Q660692"", ""B4082259"", ""B4103855"", ""B4097819"", ""B4092974"", ""B4092518"", ""B4113549""]"
255,"[""B4089227"", ""B4109910"", ""B4097948"", ""B4089921"", ""B4088641"", ""B4102915"", ""B4112934"", ""B4089174"", ""B4089016"", ""B4080556""]"
256,"[""B4092022"", ""B4084050"", ""Q62408"", ""Q660692"", ""B4082259"", ""B4103855"", ""B4097819"", ""B4092974"", ""B4092518"", ""B4113549""]"
257,"[""B4092022"", ""B4084050"", ""Q62408"", ""Q660692"", ""B4082259"", ""B4103855"", ""B4097819"", ""B4092974"", ""B4092518"", ""B4113549""]"
258,"[""B4096943"", ""B4099768"", ""B4082642"", ""B4092021"", ""B4087004"", ""Q2090236"", ""B4084092"", ""Q5538"", ""B4083210"", ""B4087358""]"
259,"[""B4092022"", ""B4084050"", ""Q62408"", ""Q660692"", ""B4082259"", ""B4103855"", ""B4097819"", ""B4092974"", ""B4092518"", ""B4113549""]"
260,"[""B4092022"", ""B4084050"", ""Q62408"", ""Q660692"", ""B4082259"", ""B4103855"", ""B4097819"", ""B4092974"", ""B4092518"", ""B4113549""]"
261,"[""B4092022"", ""B4084050"", ""Q62408"", ""Q660692"", ""B4082259"", ""B4103855"", ""B4097819"", ""B4092974"", ""B4092518"", ""B4113549""]"
262,"[""B4087837"", ""B4103627"", ""B4092967"", ""B4090773"", ""B4081995"", ""B4092256"", ""B4100414"", ""B4107304"", ""B4087799"", ""B4118766""]"
263,"[""B4092022"", ""B4084050"", ""Q62408"", ""Q660692"", ""B4082259"", ""B4103855"", ""B4097819"", ""B4092974"", ""B4092518"", ""B4113549""]"
264,"[""B4084574"", ""A30711"", ""B4107844"", ""B4099867"", ""A43662"", ""A23359"", ""A14357"", ""B4085051"", ""B4087135"", ""A41834""]"
265,"[""B4089227"", ""B4109910"", ""B4097948"", ""B4089921"", ""B4088641"", ""B4102915"", ""B4112934"", ""B4089174"", ""B4089016"", ""B4080556""]"
266,"[""B4092022"", ""B4084050"", ""Q62408"", ""Q660692"", ""B4082259"", ""B4103855"", ""B4097819"", ""B4092974"", ""B4092518"", ""B4113549""]"
267,"[""B4087837"", ""B4103627"", ""B4092967"", ""B4090773"", ""B4081995"", ""B4092256"", ""B4100414"", ""B4107304"", ""B4087799"", ""B4118766""]"
268,"[""B4090623"", ""B4080808"", ""B4105906"", ""B4098888"", ""B4110407"", ""B4092022"", ""B4084050"", ""Q62408"", ""B4115607"", ""B4082259""]"
269,"[""B4092022"", ""B4084050"", ""Q62408"", ""Q660692"", ""B4082259"", ""B4103855"", ""B4097819"", ""B4092974"", ""B4092518"", ""B4113549""]"
270,"[""B4092022"", ""B4084050"", ""Q62408"", ""Q660692"", ""B4082259"", ""B4103855"", ""B4097819"", ""B4092974"", ""B4092518"", ""B4113549""]"
271,"[""B4089227"", ""B4109910"", ""B4097948"", ""B4089921"", ""B4088641"", ""B4102915"", ""B4112934"", ""B4089174"", ""B4089016"", ""B4080556""]"
272,"[""B4084574"", ""A30711"", ""B4107844"", ""B4099867"", ""A43662"", ""A23359"", ""A14357"", ""B4085051"", ""B4087135"", ""A41834""]"
273,"[""B4087837"", ""B4103627"", ""B4092967"", ""B4090773"", ""B4081995"", ""B4092256"", ""B4100414"", ""B4107304"", ""B4087799"", ""B4118766""]"
274,"[""B4092022"", ""B4084050"", ""Q62408"", ""Q660692"", ""B4082259"", ""B4103855"", ""B4097819"", ""B4092974"", ""B4092518"", ""B4113549""]"
275,"[""B4089227"", ""B4109910"", ""B4097948"", ""B4089921"", ""B4088641"", ""B4102915"", ""B4112934"", ""B4089174"", ""B4089016"", ""B4080556""]"
276,"[""B4084574"", ""A30711"", ""B4107844"", ""B4099867"", ""A43662"", ""A23359"", ""A14357"", ""B4085051"", ""B4087135"", ""A41834""]"
277,"[""B4081104"", ""B4092022"", ""B4084050"", ""Q62408"", ""B4115607"", ""B4082259"", ""B4097819"", ""B4092518"", ""Q660692"", ""B4103855""]"
278,"[""B4092022"", ""B4084050"", ""Q62408"", ""Q660692"", ""B4082259"", ""B4103855"", ""B4097819"", ""B4092974"", ""B4092518"", ""B4113549""]"
279,"[""A24574"", ""B4110017"", ""B4086159"", ""B4088943"", ""B4092022"", ""B4084050"", ""Q62408"", ""B4115607"", ""B4082259"", ""B4097819""]"
280,"[""B4092022"", ""B4084050"", ""Q62408"", ""Q660692"", ""B4082259"", ""B4103855"", ""B4097819"", ""B4092974"", ""B4092518"", ""B4113549""]"
281,"[""B4092022"", ""B4084050"", ""Q62408"", ""Q660692"", ""B4082259"", ""B4103855"", ""B4097819"", ""B4092974"", ""B4092518"", ""B4113549""]"
282,"[""B4090623"", ""B4080808"", ""B4105906"", ""B4098888"", ""B4110407"", ""B4092022"", ""B4084050"", ""Q62408"", ""B4115607"", ""B4082259""]"
283,"[""B4089227"", ""B4109910"", ""B4097948"", ""B4089921"", ""B4088641"", ""B4102915"", ""B4112934"", ""B4089174"", ""B4089016"", ""B4080556""]"
284,"[""B4092022"", ""B4084050"", ""Q62408"", ""Q660692"", ""B4082259"", ""B4103855"", ""B4097819"", ""B4092974"", ""B4092518"", ""B4113549""]"
285,"[""B4092022"", ""B4084050"", ""Q62408"", ""B4115607"", ""B4082259"", ""B4097819"", ""B4092518"", ""Q660692"", ""B4103855"", ""B4092974""]"
286,"[""B4092022"", ""B4084050"", ""Q62408"", ""Q660692"", ""B4082259"", ""B4103855"", ""B4097819"", ""B4092974"", ""B4092518"", ""B4113549""]"
287,"[""B4092022"", ""B4084050"", ""Q62408"", ""Q660692"", ""B4082259"", ""B4103855"", ""B4097819"", ""B4092974"", ""B4092518"", ""B4113549""]"
288,"[""B4113961"", ""B4082749"", ""B4090923"", ""B4099619"", ""B4084461"", ""B4086241"", ""B4102226"", ""B4107106"", ""B4088132"", ""B4097838""]"
289,"[""B4092022"", ""B4084050"", ""Q62408"", ""Q660692"", ""B4082259"", ""B4103855"", ""B4097819"", ""B4092974"", ""B4092518"", ""B4113549""]"
290,"[""Q831691"", ""Q1433006"", ""Q958148"", ""B4115435"", ""Q163446"", ""Q5871275"", ""B4087599"", ""B4109067"", ""B4081599"", ""B4094025""]"
291,"[""B4103496"", ""B4082397"", ""B4114778"", ""B4098953"", ""B4114611"", ""A30448"", ""B4108927"", ""A42600"", ""B4117265"", ""B4090382""]"
292,"[""B4108187"", ""B4106664"", ""B4117218"", ""B4092022"", ""B4084050"", ""Q62408"", ""B4115607"", ""B4082259"", ""B4097819"", ""B4092518""]"
293,"[""B4090623"", ""B4080808"", ""B4105906"", ""B4098888"", ""B4110407"", ""B4092022"", ""B4084050"", ""Q62408"", ""B4115607"", ""B4082259""]"
294,"[""B4090623"", ""B4080808"", ""B4105906"", ""B4098888"", ""B4110407"", ""B4092022"", ""B4084050"", ""Q62408"", ""B4115607"", ""B4082259""]"
295,"[""B4083170"", ""B4100558"", ""B4109256"", ""B4115396"", ""B4116535"", ""B4094027"", ""B4119426"", ""B4106643"", ""B4088043"", ""B4096532""]"
296,"[""B4081104"", ""B4092022"", ""B4084050"", ""Q62408"", ""B4115607"", ""B4082259"", ""B4097819"", ""B4092518"", ""Q660692"", ""B4103855""]"
297,"[""B4092022"", ""B4084050"", ""Q62408"", ""Q660692"", ""B4082259"", ""B4103855"", ""B4097819"", ""B4092974"", ""B4092518"", ""B4113549""]"
298,"[""B4089227"", ""B4109910"", ""B4097948"", ""B4089921"", ""B4088641"", ""B4102915"", ""B4112934"", ""B4089174"", ""B4089016"", ""B4080556""]"
299,"[""B4089227"", ""B4109910"", ""B4097948"", ""B4089921"", ""B4088641"", ""B4102915"", ""B4112934"", ""B4089174"", ""B4089016"", ""B4080556""]"
300,"[""B4101687"", ""Q14524064"", ""Q1160546"", ""B4099016"", ""B4081237"", ""B4093854"", ""B4088129"", ""B4093113"", ""B4115982"", ""B4103748""]"
301,"[""B4098573"", ""Q168366"", ""B4092022"", ""B4084050"", ""Q62408"", ""B4115607"", ""B4082259"", ""B4097819"", ""B4092518"", ""Q660692""]"
302,"[""B4087837"", ""B4103627"", ""B4092967"", ""B4090773"", ""B4081995"", ""B4092256"", ""B4100414"", ""B4107304"", ""B4087799"", ""B4118766""]"
303,"[""B4112910"", ""B4087505"", ""B4106132"", ""B4090386"", ""Q83043"", ""B4096629"", ""B4082134"", ""B4085522"", ""B4108055"", ""B4113007""]"
304,"[""B4087837"", ""B4103627"", ""B4092967"", ""B4090773"", ""B4081995"", ""B4092256"", ""B4100414"", ""B4107304"", ""B4087799"", ""B4118766""]"
305,"[""B4089227"", ""B4109910"", ""B4097948"", ""B4089921"", ""B4088641"", ""B4102915"", ""B4112934"", ""B4089174"", ""B4089016"", ""B4080556""]"
306,"[""B4084574"", ""A30711"", ""B4107844"", ""B4099867"", ""A43662"", ""A23359"", ""A14357"", ""B4085051"", ""B4087135"", ""A41834""]"
307,"[""B4089227"", ""B4109910"", ""B4097948"", ""B4089921"", ""B4088641"", ""B4102915"", ""B4112934"", ""B4089174"", ""B4089016"", ""B4080556""]"
308,"[""B4092022"", ""B4084050"", ""Q62408"", ""Q660692"", ""B4082259"", ""B4103855"", ""B4097819"", ""B4092974"", ""B4092518"", ""B4113549""]"
309,"[""B4092022"", ""B4084050"", ""Q62408"", ""Q660692"", ""B4082259"", ""B4103855"", ""B4097819"", ""B4092974"", ""B4092518"", ""B4113549""]"
310,"[""B4092022"", ""B4084050"", ""Q62408"", ""Q660692"", ""B4082259"", ""B4103855"", ""B4097819"", ""B4092974"", ""B4092518"", ""B4113549""]"
311,"[""B4092022"", ""B4084050"", ""Q62408"", ""Q660692"", ""B4082259"", ""B4103855"", ""B4097819"", ""B4092974"", ""B4092518"", ""B4113549""]"
312,"[""B4092022"", ""B4084050"", ""Q62408"", ""B4115607"", ""B4082259"", ""B4097819"", ""B4092518"", ""Q660692"", ""B4103855"", ""B4092974""]"
